gold_label	English	German	Spanish	Swahili	Urdu	pairID
neutral	neutral	neutral	neutral	neutral	entailment	79
entailment	entailment	entailment	entailment	neutral	entailment	80
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	81
entailment	entailment	entailment	entailment	entailment	entailment	88
neutral	neutral	neutral	neutral	neutral	neutral	89
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	90
entailment	entailment	entailment	entailment	entailment	entailment	91
neutral	neutral	neutral	neutral	neutral	contradiction	92
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	93
neutral	neutral	neutral	neutral	neutral	neutral	94
entailment	entailment	entailment	entailment	neutral	neutral	95
contradiction	contradiction	contradiction	neutral	neutral	neutral	96
neutral	neutral	neutral	neutral	neutral	neutral	106
entailment	entailment	contradiction	entailment	entailment	entailment	107
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	108
contradiction	contradiction	contradiction	neutral	neutral	contradiction	109
entailment	entailment	entailment	entailment	entailment	entailment	110
neutral	neutral	neutral	neutral	neutral	neutral	111
neutral	neutral	contradiction	neutral	contradiction	neutral	112
entailment	entailment	entailment	neutral	contradiction	neutral	113
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	114
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	118
neutral	neutral	contradiction	neutral	contradiction	neutral	119
entailment	entailment	entailment	entailment	neutral	entailment	120
neutral	neutral	neutral	neutral	neutral	contradiction	127
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	128
entailment	entailment	neutral	entailment	neutral	contradiction	129
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	130
neutral	neutral	neutral	neutral	neutral	neutral	131
entailment	entailment	entailment	entailment	entailment	entailment	132
entailment	neutral	neutral	neutral	contradiction	neutral	133
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	134
neutral	neutral	contradiction	neutral	contradiction	neutral	135
entailment	neutral	neutral	neutral	neutral	neutral	142
neutral	neutral	neutral	neutral	neutral	neutral	143
contradiction	entailment	contradiction	entailment	neutral	contradiction	144
contradiction	contradiction	neutral	neutral	neutral	neutral	148
neutral	neutral	contradiction	neutral	neutral	neutral	149
entailment	entailment	neutral	neutral	neutral	entailment	150
neutral	neutral	neutral	neutral	neutral	neutral	154
entailment	entailment	neutral	neutral	neutral	neutral	155
contradiction	neutral	neutral	neutral	contradiction	neutral	156
neutral	contradiction	neutral	contradiction	contradiction	contradiction	163
entailment	contradiction	neutral	neutral	contradiction	contradiction	164
contradiction	neutral	contradiction	neutral	contradiction	contradiction	165
neutral	neutral	neutral	entailment	entailment	neutral	166
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	167
entailment	entailment	entailment	entailment	entailment	neutral	168
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	175
neutral	neutral	neutral	neutral	neutral	neutral	176
entailment	entailment	entailment	entailment	neutral	entailment	177
entailment	neutral	neutral	neutral	contradiction	contradiction	178
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	179
neutral	neutral	neutral	neutral	neutral	neutral	180
neutral	neutral	neutral	neutral	neutral	neutral	181
entailment	entailment	entailment	entailment	neutral	neutral	182
contradiction	contradiction	contradiction	contradiction	entailment	neutral	183
neutral	neutral	neutral	neutral	neutral	neutral	184
entailment	entailment	entailment	entailment	entailment	neutral	185
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	186
neutral	neutral	neutral	neutral	neutral	neutral	196
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	197
entailment	entailment	entailment	entailment	entailment	neutral	198
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	199
entailment	neutral	contradiction	neutral	contradiction	contradiction	200
neutral	neutral	neutral	neutral	neutral	contradiction	201
neutral	neutral	neutral	neutral	neutral	contradiction	202
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	203
entailment	entailment	entailment	entailment	contradiction	neutral	204
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	205
entailment	entailment	entailment	entailment	neutral	neutral	206
neutral	contradiction	neutral	neutral	neutral	neutral	207
entailment	neutral	neutral	neutral	contradiction	contradiction	208
neutral	neutral	neutral	neutral	contradiction	neutral	209
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	210
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	211
neutral	neutral	neutral	neutral	neutral	neutral	212
entailment	neutral	neutral	neutral	neutral	neutral	213
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	214
entailment	entailment	contradiction	entailment	entailment	neutral	215
neutral	neutral	neutral	neutral	contradiction	neutral	216
neutral	neutral	neutral	neutral	neutral	neutral	217
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	218
entailment	entailment	entailment	entailment	entailment	contradiction	219
neutral	neutral	neutral	neutral	neutral	neutral	235
entailment	neutral	entailment	neutral	neutral	neutral	236
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	237
contradiction	contradiction	neutral	contradiction	contradiction	contradiction	238
neutral	neutral	neutral	neutral	neutral	neutral	239
entailment	entailment	contradiction	entailment	neutral	neutral	240
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	241
neutral	neutral	neutral	neutral	neutral	neutral	242
entailment	entailment	neutral	entailment	neutral	neutral	243
contradiction	contradiction	contradiction	contradiction	entailment	neutral	244
entailment	entailment	entailment	entailment	contradiction	entailment	245
neutral	neutral	neutral	neutral	neutral	neutral	246
neutral	neutral	neutral	neutral	neutral	neutral	247
entailment	entailment	entailment	entailment	neutral	neutral	248
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	249
contradiction	contradiction	contradiction	neutral	neutral	contradiction	253
neutral	neutral	neutral	neutral	neutral	neutral	254
entailment	neutral	neutral	entailment	neutral	neutral	255
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	256
neutral	neutral	neutral	contradiction	neutral	contradiction	257
entailment	entailment	entailment	neutral	neutral	contradiction	258
entailment	entailment	entailment	entailment	entailment	neutral	259
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	260
neutral	neutral	neutral	neutral	neutral	neutral	261
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	262
neutral	entailment	entailment	neutral	contradiction	neutral	263
entailment	entailment	entailment	entailment	neutral	neutral	264
neutral	neutral	neutral	neutral	neutral	contradiction	268
entailment	entailment	entailment	entailment	entailment	contradiction	269
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	270
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	271
neutral	neutral	contradiction	neutral	contradiction	contradiction	272
entailment	entailment	entailment	entailment	entailment	contradiction	273
neutral	neutral	neutral	neutral	neutral	neutral	274
entailment	entailment	entailment	entailment	entailment	neutral	275
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	276
contradiction	contradiction	contradiction	contradiction	neutral	neutral	277
entailment	entailment	entailment	neutral	neutral	neutral	278
neutral	neutral	neutral	contradiction	neutral	neutral	279
entailment	entailment	entailment	entailment	entailment	neutral	283
neutral	neutral	neutral	neutral	contradiction	neutral	284
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	285
entailment	entailment	entailment	entailment	contradiction	contradiction	292
neutral	neutral	entailment	neutral	contradiction	neutral	293
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	294
entailment	entailment	entailment	entailment	entailment	neutral	295
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	296
neutral	neutral	neutral	neutral	neutral	contradiction	297
entailment	neutral	neutral	neutral	neutral	contradiction	298
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	299
neutral	neutral	neutral	neutral	neutral	neutral	300
neutral	neutral	neutral	neutral	neutral	contradiction	301
entailment	entailment	entailment	contradiction	neutral	neutral	302
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	303
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	304
neutral	neutral	contradiction	neutral	neutral	neutral	305
entailment	entailment	entailment	entailment	neutral	neutral	306
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	307
entailment	entailment	entailment	entailment	neutral	neutral	308
neutral	neutral	neutral	neutral	neutral	contradiction	309
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	310
neutral	neutral	neutral	neutral	neutral	neutral	311
entailment	entailment	entailment	entailment	entailment	neutral	312
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	313
entailment	entailment	entailment	entailment	contradiction	contradiction	314
neutral	neutral	neutral	neutral	neutral	neutral	315
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	319
neutral	neutral	neutral	neutral	neutral	neutral	320
entailment	entailment	entailment	entailment	entailment	entailment	321
neutral	neutral	neutral	neutral	neutral	neutral	322
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	323
entailment	entailment	entailment	entailment	neutral	neutral	324
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	331
neutral	neutral	neutral	neutral	neutral	neutral	332
entailment	entailment	entailment	neutral	entailment	neutral	333
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	334
neutral	neutral	neutral	neutral	neutral	contradiction	335
entailment	entailment	entailment	contradiction	contradiction	contradiction	336
entailment	entailment	entailment	entailment	entailment	entailment	337
neutral	neutral	neutral	neutral	neutral	neutral	338
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	339
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	340
entailment	entailment	entailment	entailment	entailment	contradiction	341
neutral	neutral	neutral	neutral	neutral	neutral	342
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	343
entailment	entailment	entailment	entailment	entailment	contradiction	344
neutral	neutral	neutral	neutral	neutral	neutral	345
contradiction	contradiction	neutral	neutral	neutral	neutral	352
entailment	entailment	entailment	neutral	entailment	contradiction	353
neutral	neutral	entailment	neutral	neutral	contradiction	354
contradiction	neutral	entailment	contradiction	contradiction	contradiction	355
entailment	entailment	entailment	entailment	neutral	contradiction	356
neutral	neutral	neutral	contradiction	contradiction	contradiction	357
neutral	neutral	neutral	neutral	neutral	contradiction	358
entailment	neutral	entailment	neutral	entailment	contradiction	359
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	360
contradiction	contradiction	neutral	contradiction	neutral	contradiction	367
entailment	entailment	entailment	entailment	contradiction	neutral	368
neutral	neutral	entailment	neutral	neutral	neutral	369
contradiction	contradiction	contradiction	contradiction	contradiction	entailment	370
neutral	neutral	neutral	neutral	neutral	neutral	371
entailment	entailment	entailment	entailment	neutral	contradiction	372
contradiction	contradiction	neutral	contradiction	neutral	neutral	376
entailment	entailment	neutral	contradiction	contradiction	neutral	377
neutral	neutral	neutral	neutral	neutral	neutral	378
neutral	neutral	neutral	neutral	contradiction	entailment	379
entailment	entailment	entailment	entailment	entailment	entailment	380
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	381
contradiction	contradiction	contradiction	contradiction	neutral	neutral	382
entailment	neutral	neutral	neutral	neutral	entailment	383
neutral	neutral	neutral	neutral	neutral	neutral	384
neutral	neutral	neutral	neutral	neutral	neutral	391
entailment	entailment	entailment	entailment	contradiction	neutral	392
contradiction	contradiction	contradiction	contradiction	entailment	contradiction	393
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	397
neutral	neutral	neutral	neutral	neutral	neutral	398
entailment	entailment	neutral	entailment	neutral	neutral	399
entailment	neutral	neutral	neutral	neutral	entailment	400
neutral	entailment	neutral	entailment	contradiction	entailment	401
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	402
neutral	neutral	neutral	neutral	neutral	contradiction	409
entailment	entailment	entailment	entailment	entailment	contradiction	410
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	411
entailment	entailment	entailment	entailment	entailment	neutral	415
neutral	neutral	contradiction	contradiction	neutral	neutral	416
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	417
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	418
neutral	neutral	neutral	contradiction	neutral	neutral	419
entailment	entailment	neutral	contradiction	neutral	neutral	420
contradiction	contradiction	neutral	contradiction	contradiction	neutral	421
neutral	neutral	neutral	entailment	contradiction	contradiction	422
entailment	entailment	entailment	entailment	contradiction	contradiction	423
neutral	neutral	neutral	neutral	neutral	neutral	424
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	425
entailment	entailment	entailment	entailment	neutral	entailment	426
entailment	entailment	entailment	entailment	entailment	entailment	427
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	428
neutral	neutral	neutral	neutral	contradiction	neutral	429
neutral	neutral	neutral	contradiction	neutral	neutral	430
entailment	entailment	entailment	entailment	entailment	neutral	431
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	432
neutral	neutral	neutral	neutral	neutral	neutral	436
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	437
entailment	entailment	entailment	entailment	entailment	neutral	438
neutral	neutral	neutral	neutral	neutral	contradiction	439
entailment	neutral	entailment	neutral	contradiction	neutral	440
contradiction	neutral	contradiction	neutral	contradiction	contradiction	441
neutral	neutral	neutral	neutral	neutral	neutral	442
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	443
entailment	entailment	entailment	entailment	contradiction	neutral	444
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	445
neutral	neutral	neutral	neutral	contradiction	neutral	446
entailment	entailment	entailment	entailment	entailment	entailment	447
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	448
entailment	entailment	neutral	neutral	neutral	neutral	449
neutral	neutral	neutral	neutral	neutral	neutral	450
contradiction	contradiction	contradiction	neutral	contradiction	contradiction	451
entailment	entailment	entailment	contradiction	neutral	entailment	452
neutral	neutral	neutral	neutral	contradiction	neutral	453
entailment	entailment	entailment	entailment	neutral	neutral	454
neutral	neutral	neutral	neutral	neutral	neutral	455
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	456
neutral	neutral	neutral	neutral	neutral	neutral	457
entailment	entailment	neutral	entailment	neutral	entailment	458
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	459
contradiction	contradiction	contradiction	contradiction	neutral	neutral	460
neutral	neutral	neutral	neutral	neutral	contradiction	461
entailment	neutral	neutral	neutral	neutral	contradiction	462
entailment	entailment	neutral	neutral	neutral	neutral	463
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	464
neutral	neutral	neutral	neutral	neutral	neutral	465
contradiction	contradiction	contradiction	contradiction	neutral	neutral	466
neutral	neutral	neutral	neutral	neutral	neutral	467
entailment	entailment	entailment	entailment	entailment	entailment	468
contradiction	contradiction	contradiction	contradiction	entailment	contradiction	469
entailment	entailment	entailment	entailment	entailment	entailment	470
neutral	neutral	neutral	contradiction	neutral	neutral	471
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	475
neutral	neutral	neutral	neutral	neutral	neutral	476
entailment	contradiction	contradiction	contradiction	neutral	neutral	477
entailment	contradiction	entailment	contradiction	entailment	entailment	481
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	482
neutral	neutral	neutral	neutral	neutral	neutral	483
neutral	neutral	neutral	neutral	neutral	neutral	487
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	488
entailment	entailment	neutral	entailment	contradiction	neutral	489
neutral	neutral	neutral	neutral	neutral	contradiction	490
entailment	entailment	contradiction	neutral	neutral	contradiction	491
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	492
neutral	neutral	neutral	neutral	neutral	neutral	496
entailment	entailment	entailment	entailment	entailment	contradiction	497
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	498
neutral	neutral	neutral	neutral	contradiction	neutral	499
entailment	entailment	entailment	entailment	contradiction	contradiction	500
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	501
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	502
entailment	entailment	entailment	contradiction	contradiction	entailment	503
neutral	neutral	neutral	contradiction	neutral	neutral	504
entailment	neutral	neutral	entailment	neutral	neutral	508
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	509
neutral	neutral	neutral	neutral	entailment	contradiction	510
neutral	entailment	contradiction	contradiction	contradiction	contradiction	511
entailment	entailment	contradiction	contradiction	contradiction	contradiction	512
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	513
entailment	contradiction	entailment	contradiction	neutral	neutral	514
neutral	neutral	neutral	neutral	neutral	contradiction	515
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	516
entailment	entailment	entailment	entailment	entailment	neutral	520
neutral	neutral	neutral	neutral	neutral	neutral	521
contradiction	contradiction	contradiction	contradiction	neutral	neutral	522
entailment	entailment	entailment	entailment	entailment	neutral	526
neutral	neutral	neutral	neutral	contradiction	neutral	527
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	528
contradiction	contradiction	contradiction	neutral	contradiction	neutral	529
neutral	contradiction	neutral	neutral	neutral	neutral	530
entailment	entailment	contradiction	neutral	neutral	neutral	531
neutral	neutral	neutral	neutral	neutral	neutral	532
entailment	entailment	entailment	contradiction	neutral	neutral	533
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	534
contradiction	contradiction	contradiction	neutral	contradiction	contradiction	535
neutral	neutral	neutral	neutral	neutral	neutral	536
entailment	entailment	entailment	entailment	neutral	neutral	537
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	547
neutral	neutral	neutral	neutral	neutral	neutral	548
entailment	entailment	entailment	entailment	neutral	entailment	549
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	556
neutral	neutral	neutral	neutral	neutral	contradiction	557
entailment	entailment	contradiction	neutral	entailment	contradiction	558
neutral	neutral	contradiction	neutral	neutral	neutral	559
entailment	entailment	contradiction	contradiction	neutral	entailment	560
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	561
neutral	neutral	neutral	contradiction	neutral	neutral	562
entailment	entailment	entailment	contradiction	neutral	entailment	563
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	564
neutral	neutral	neutral	neutral	neutral	neutral	565
entailment	entailment	entailment	entailment	entailment	neutral	566
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	567
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	568
entailment	entailment	contradiction	entailment	neutral	neutral	569
neutral	neutral	neutral	neutral	neutral	neutral	570
entailment	entailment	entailment	entailment	entailment	neutral	571
neutral	neutral	neutral	entailment	neutral	neutral	572
contradiction	contradiction	entailment	contradiction	contradiction	contradiction	573
neutral	neutral	neutral	neutral	neutral	neutral	574
entailment	entailment	entailment	entailment	neutral	entailment	575
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	576
entailment	neutral	contradiction	neutral	neutral	neutral	577
contradiction	neutral	contradiction	neutral	contradiction	neutral	578
neutral	neutral	neutral	neutral	neutral	neutral	579
neutral	neutral	neutral	neutral	neutral	contradiction	580
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	581
entailment	neutral	entailment	neutral	entailment	neutral	582
neutral	neutral	neutral	neutral	contradiction	contradiction	583
entailment	entailment	entailment	entailment	contradiction	entailment	584
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	585
neutral	neutral	neutral	neutral	neutral	neutral	586
entailment	entailment	neutral	entailment	entailment	contradiction	587
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	588
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	592
neutral	neutral	neutral	neutral	neutral	neutral	593
entailment	entailment	entailment	entailment	entailment	entailment	594
entailment	entailment	entailment	entailment	entailment	neutral	595
neutral	neutral	neutral	neutral	neutral	neutral	596
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	597
neutral	neutral	neutral	neutral	neutral	neutral	598
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	599
entailment	neutral	contradiction	contradiction	neutral	contradiction	600
entailment	entailment	neutral	contradiction	contradiction	neutral	604
neutral	contradiction	contradiction	neutral	neutral	neutral	605
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	606
entailment	entailment	entailment	entailment	contradiction	contradiction	610
neutral	neutral	neutral	neutral	neutral	contradiction	611
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	612
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	613
entailment	entailment	neutral	neutral	neutral	neutral	614
neutral	neutral	neutral	neutral	neutral	contradiction	615
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	616
neutral	neutral	neutral	neutral	neutral	neutral	617
entailment	entailment	entailment	neutral	neutral	neutral	618
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	619
entailment	neutral	neutral	neutral	neutral	neutral	620
neutral	neutral	neutral	neutral	neutral	neutral	621
neutral	neutral	neutral	neutral	contradiction	neutral	625
entailment	entailment	entailment	entailment	contradiction	entailment	626
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	627
neutral	neutral	neutral	neutral	neutral	contradiction	631
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	632
entailment	entailment	entailment	entailment	neutral	contradiction	633
neutral	neutral	neutral	neutral	neutral	contradiction	637
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	638
entailment	entailment	entailment	contradiction	contradiction	contradiction	639
neutral	neutral	neutral	neutral	neutral	neutral	643
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	644
entailment	entailment	entailment	entailment	entailment	neutral	645
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	652
entailment	entailment	neutral	neutral	entailment	contradiction	653
neutral	neutral	neutral	neutral	neutral	neutral	654
entailment	entailment	entailment	entailment	neutral	neutral	655
neutral	neutral	neutral	neutral	neutral	neutral	656
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	657
neutral	neutral	neutral	neutral	neutral	neutral	658
entailment	entailment	contradiction	entailment	contradiction	neutral	659
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	660
entailment	entailment	entailment	entailment	entailment	contradiction	661
neutral	neutral	neutral	neutral	neutral	neutral	662
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	663
entailment	entailment	entailment	entailment	contradiction	neutral	664
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	665
neutral	neutral	neutral	neutral	neutral	contradiction	666
entailment	entailment	entailment	entailment	neutral	neutral	667
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	668
neutral	neutral	neutral	neutral	neutral	neutral	669
contradiction	contradiction	neutral	contradiction	contradiction	neutral	670
neutral	neutral	neutral	neutral	neutral	neutral	671
entailment	entailment	entailment	neutral	neutral	entailment	672
neutral	neutral	neutral	contradiction	contradiction	neutral	673
entailment	entailment	entailment	contradiction	contradiction	entailment	674
contradiction	contradiction	contradiction	contradiction	entailment	contradiction	675
entailment	entailment	neutral	neutral	neutral	neutral	676
contradiction	contradiction	neutral	contradiction	neutral	neutral	677
neutral	neutral	neutral	neutral	neutral	neutral	678
neutral	neutral	neutral	neutral	neutral	contradiction	679
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	680
entailment	entailment	entailment	entailment	contradiction	neutral	681
neutral	neutral	neutral	neutral	neutral	neutral	682
contradiction	contradiction	neutral	contradiction	contradiction	neutral	683
entailment	neutral	neutral	neutral	neutral	neutral	684
entailment	neutral	entailment	entailment	contradiction	contradiction	685
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	686
neutral	neutral	neutral	neutral	contradiction	contradiction	687
neutral	neutral	neutral	neutral	neutral	neutral	688
entailment	entailment	entailment	neutral	contradiction	neutral	689
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	690
neutral	neutral	neutral	neutral	neutral	neutral	694
entailment	entailment	entailment	entailment	entailment	neutral	695
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	696
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	700
neutral	neutral	neutral	neutral	neutral	contradiction	701
entailment	entailment	neutral	entailment	entailment	entailment	702
entailment	entailment	neutral	neutral	entailment	entailment	706
neutral	neutral	neutral	neutral	neutral	neutral	707
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	708
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	709
entailment	entailment	entailment	entailment	neutral	neutral	710
neutral	neutral	neutral	neutral	neutral	neutral	711
entailment	entailment	entailment	entailment	contradiction	entailment	712
neutral	neutral	neutral	neutral	neutral	neutral	713
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	714
entailment	entailment	entailment	entailment	entailment	entailment	724
contradiction	contradiction	contradiction	contradiction	contradiction	contradiction	725
neutral	neutral	neutral	neutral	neutral	neutral	726
neutral	neutral	neutral	contradiction	neutral	contradiction	730
entailment	neutral	neutral	neutral	neutral	contradiction	731
contradiction	contradiction	neutral	neutral	neutral	contradiction	732
entailment	neutral	contradiction	neutral	neutral	contradiction	736
neutral	neutral	neutral	neutral	neutral	neutral	737
contradiction	contradiction	contradiction	contradiction	neutral	contradiction	738
neutral	neutral	neutral	neutral	neutral	neutral	742
contradiction	contradiction	contradiction	contradiction	contradiction	neutral	743
